user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,hashtags,source,is_retweet
Ronald de Jong,"Planet: Terra, System: Sol","""A Leaf from the Tree of Life drifting on the currents of the River of Time, 'till my journey ends on the banks of Eternity""",8/17/2021 18:00,484,782,885,FALSE,1/8/2023 14:13,,Twitter Web App,FALSE
Lise Latulippe Fully Vaccinated and Boosted,Ottawa.Ont,No Direct Message please!,5/8/2009 10:12,2620,2407,605,FALSE,1/8/2023 14:07,,Twitter Web App,FALSE
Lise Latulippe Fully Vaccinated and Boosted,Ottawa.Ont,No Direct Message please!,5/8/2009 10:12,2620,2407,605,FALSE,1/8/2023 14:03,,Twitter Web App,FALSE
Trivial Punk,Silent Hill,"I'm verbose.
Freelance Articles: https://t.co/q5rqw7n0pa
Fiction: https://t.co/YqyMaSsCd7
And Twitch: https://t.co/7HZq4Un1wq
Contact: TrivialPunkMedia@Gmail.com",10/18/2012 23:26,1039,3483,56530,FALSE,1/8/2023 13:44,['COVID'],Twitter for Android,FALSE
STIJLVOL RADIO,"Miami, FL, United States",,6/9/2012 9:46,9058,38,90,FALSE,1/8/2023 13:07,,dlvr.it,FALSE
Nina Tribble,my own state of PEACE of mind,"Proud Mom, retired UNION (UFT, NYSUT & AFT) activist...I'm on the go and traveling through life. I am GRATEFUL...🙏🏾TY",12/6/2016 22:58,308,239,24443,FALSE,1/8/2023 12:41,,Twitter for Android,FALSE
BOOM Live,"Mumbai, India","IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",3/16/2014 3:52,74367,1184,1821,TRUE,1/8/2023 11:56,,Echobox,FALSE
NewsOnePlace.com,,"https://t.co/WWMmIk3wM3 is a News Aggregator, it gathers news all around the USA and the world for you, 24/7 automatically. All news in one place.",9/3/2015 13:15,1212,168,11,FALSE,1/8/2023 11:40,"['XBB', 'COVID']",Newsoneplace To Twitter,FALSE
byronikus,,a random bot,7/26/2020 10:38,25,104,818,FALSE,1/8/2023 9:08,,Twitter for Android,FALSE
SABC News,South Africa,The digital news portal of the South African Broadcasting Corporation.,3/18/2009 15:16,2561576,592,180,TRUE,1/8/2023 8:41,,Hootsuite Inc.,FALSE
Calgary Herald,"Calgary, Alberta","Latest local, national, world, business & sports news. Tweet us with questions, suggestions or tips! @HeraldHeadlines for headlines only.",5/16/2008 20:52,209894,783,685,TRUE,1/8/2023 4:11,['COVID19'],Echobox,FALSE
News10,"Medford, OR",Covering Southern Oregon and Northern California. Phone: 541-773-7378 | Email: ktvl@ktvl.com | IG: KTVLNews10 | Header Courtesy: Harry Brindley,10/30/2008 19:22,10278,1116,4960,TRUE,1/8/2023 4:00,,TweetDeck,FALSE
WLOS,"Asheville, NC",News 13 WNC’s News Leader serving Asheville Hendersonville Rutherfordton Waynesville Weaverville Brevard and all points in between Also at https://t.co/KSTOQOrfN8,4/17/2009 17:49,89355,761,5128,TRUE,1/8/2023 3:00,,TweetDeck,FALSE
Lady Helen spicer,,"#takebackbritain will never vote Tory, lover of animals and being kind #covidisnotover! ❤️ #rejoinEU 💙",8/11/2021 8:07,6584,6558,52822,FALSE,1/8/2023 2:07,,Twitter for iPhone,FALSE
KATU News,"Portland, Oregon","The latest news & information from Portland, Oregon & SW Washington. Livestream: https://t.co/LEdavw0kkT",12/9/2008 16:21,248572,1084,2960,TRUE,1/8/2023 1:30,,TweetDeck,FALSE
MinZengWSJ,"Manhattan, New York","RTs are not endorsements. Views are my own. WSJer @WSJ; ex-Bloomberger. Manhattanite; francophile. Life is short, keep traveling.",3/23/2013 21:49,4412,4871,24,FALSE,1/7/2023 23:11,,Twitter for iPhone,FALSE
CNYCentral,Central New York,"CNYCentral is your source for news, weather, entertainment & sports in Syracuse & Central New York on NBC3/WSTM, CBS5/WTVH & CW6/ESTM.",2/11/2009 21:24,88490,1027,9170,TRUE,1/7/2023 23:00,,TweetDeck,FALSE
Jayne Potvin,"White Rock, British Columbia",❌💉| Xbig Pharma rep/nurse whistleblower | grandma has a hobby| certified life cycle celebrant | truther 🇨🇦| TKB solar teacher| unity consciousness | no dms,2/18/2022 4:37,8487,7060,19225,FALSE,1/7/2023 22:16,,Twitter for iPad,FALSE
Anne Tobin,,"Writer and editor, news junkie, interested in the fields of health and education.",5/5/2009 3:49,269,702,473,FALSE,1/7/2023 22:01,,Twitter Web App,FALSE
"Mrigank Shail, MD","Toronto, Ontario","Art, Medicine & Political Science lover. Purpose of life is to be a collective learner and contributor @WHO. Opinions = my own.",12/9/2008 5:46,6405,6365,7365,FALSE,1/7/2023 20:49,,Twitter for iPhone,FALSE
Sofia Rita Belmonte,Canberra,(CCCD) - (CBL-C-B12) Patient HRS Pioneer of Proven Combined Cobalamin C (MMA with HCU) Metabolic IEM Genetic  Defect. E Activist.,12/11/2015 23:31,613,3814,21116,FALSE,1/7/2023 20:03,,Twitter Web App,FALSE
Randi Weingarten 🇺🇦🇺🇸💪🏿👩‍🎓,"Washington, DC","AFT Prez.Teacher.Unionist. Fighting 4 children & communities, democracy, justice, public ed & healthcare & freedom 4 all. Wife of @Skleinbaum. Pronouns: She/her",1/31/2011 17:30,122696,4755,3441,TRUE,1/7/2023 19:42,,Twitter for iPhone,FALSE
Sofia Rita Belmonte,Canberra,(CCCD) - (CBL-C-B12) Patient HRS Pioneer of Proven Combined Cobalamin C (MMA with HCU) Metabolic IEM Genetic  Defect. E Activist.,12/11/2015 23:31,613,3814,21116,FALSE,1/7/2023 19:33,,Twitter Web App,FALSE
KGET 17 News,"Bakersfield, CA",Kern County's News Leader,4/10/2009 17:24,79685,963,3018,TRUE,1/7/2023 19:25,,SocialFlow,FALSE
Crawford Kilian,"North Vancouver, BC",Retired college teacher & persistent writer. Now on Substack https://t.co/ZI2mFCndIM Born 1941 (CO2 ppm: 310). Polio survivor.,1/15/2009 22:39,10660,4201,5906,FALSE,1/7/2023 19:18,,Twitter Web App,FALSE
Massoud Khazabi,"Ottawa, Ontario","Professor of Economics, University of Ottawa",6/23/2009 17:03,20,28,110,FALSE,1/7/2023 18:48,,Twitter Web App,FALSE
Newsday,"Long Island, NY",Breaking news and daily discussion on the latest happenings on Long Island. Send news tips or questions and join the conversation.,9/13/2007 19:57,303676,711,2107,TRUE,1/7/2023 18:25,,Buffer,FALSE
Daron Bartlett,Uganda,"Tv & Radio Presenter| Broadcast & Digital Strategies @newvisionwire| News Writer | Podcasts | Urban Doctor Host | Stoicism

http://Legal.Philosophy.Virtuoso",7/1/2011 16:42,40091,2398,13197,FALSE,1/7/2023 18:16,,Twitter Web App,FALSE
Matt Toomer,United Kingdom,My Views 💬. Tweets may contain popular & unpopular opinions.,11/24/2020 15:02,1642,1763,1155,FALSE,1/7/2023 18:01,,Twitter for iPhone,FALSE
KMTV 3 News Now,"Omaha, NE",3 News Now is the CBS affiliate for western Iowa and eastern Nebraska.,1/12/2009 18:08,74280,1433,16406,TRUE,1/7/2023 18:00,,TweetDeck,FALSE
News12BK,"Brooklyn, NY","24/7 Hyper-local breaking news, weather, traffic and more. Download our app or go to https://t.co/137gI2VoEu for updates. For news tips, call (718) 861-6818. #Brooklyn",5/6/2009 19:44,18842,196,53,TRUE,1/7/2023 17:36,,Twitter Media Studio,FALSE
News12WC,"Yonkers, NY","24/7 Hyper-local breaking news, weather, traffic and more. Download our app or go to https://t.co/MT22LJGrfW for updates. For news tips, call (914) 378-8916. #Westchester",5/6/2009 12:35,78923,127,83,TRUE,1/7/2023 17:36,,Twitter Media Studio,FALSE
News12BX,"Bronx, NY","24/7 Hyper-local breaking news, weather, traffic and more. Download our app or go to https://t.co/ELdXIIrzFr for updates. For news tips, call (718) 861-6800. #Bronx",5/6/2009 19:04,27686,190,51,TRUE,1/7/2023 17:36,,Twitter Media Studio,FALSE
News12LI,"Long Island, NY","24/7 Hyper-local breaking news, weather, traffic and more. Download our app or go to https://t.co/C7l2qNfOHz for updates. For news tips, call (516) 393-1200. #LongIsland",10/1/2008 13:35,388877,100,414,TRUE,1/7/2023 17:36,,Twitter Media Studio,FALSE
News12HV,"W. Nyack, NY","24/7 Hyper-local breaking news, weather, traffic and more. Download our app or go to https://t.co/ndzyFP5uXh for updates. For news tips, call (914) 378-8916. #HudsonValley",5/11/2009 16:04,53634,1956,35,TRUE,1/7/2023 17:36,,Twitter Media Studio,FALSE
Dr Kathleen Bachynski,"Allentown, PA","Assistant prof of public health at Muhlenberg via NYU, Columbia & Michigan. History, ethics, epidemiology, sports, injury prevention. Tweets/views my own.",6/10/2014 15:09,10116,8877,80476,FALSE,1/7/2023 16:04,,Twitter for iPhone,FALSE
Robert Jameson,"New York, NY","@business @Columbia CC'93, JS'94 husband, dad, takes in stray cats https://t.co/BhtKnbGKGb https://t.co/bK1jWIObm9 | rjameson@bloomberg | opinions = mine",10/19/2009 13:50,5756,1589,13678,TRUE,1/7/2023 15:48,,Twitter Web App,FALSE
Wanda Brendle-Moss She/Her/Hers #InDefenseBIPOC🤨,"Winston-Salem, NC",Retired RN @ADAPadvocacy Board Directors; Member @USPWN & @HIVCaucus,9/6/2010 0:34,2993,3681,27694,FALSE,1/7/2023 15:07,"['COVID', 'XBB_1_5']",Twitter for Android,FALSE
Norman Spector,"Victoria, BC",I read between Eng & Fr lines/lies of pols/journos🇨🇦Ex-Sect'y 2 Cabinet Fed-Prov/PMO Chief of Staff/Amb/DM to BC Premier/Publisher/Columnist/PhD academic,12/31/2010 11:20,35354,751,3774,FALSE,1/7/2023 14:34,,Twitter Web App,FALSE
Paul Taylor,Toronto,Former Patient Navigation Advisor at @Sunnybrook Health Sciences Centre. Former health editor and medical reporter at the @globeandmail,7/30/2012 13:50,3960,398,22843,FALSE,1/7/2023 14:10,,Twitter for iPhone,FALSE
